date,side,status,block_reason,range_low,range_high,range_size,fib_level,first_sweep_ts,last_sweep_ts,sweep_bars,sweep_extreme,penetration,pen_atr,reclaim_ts,reclaim_close,entry_ts,entry,sl,risk,atr,space,space_atr,risk_atr,spread
2026-08-27,long,VALID,,4600.485000000001,4610.395,9.909999999999854,4590.575000000001,2026-08-27 20:50:00+05:30,2026-08-27 20:55:00+05:30,2,4588.790000000001,1.7849999999998545,0.2809760491299738,2026-08-27 20:55:00+05:30,4593.13,2026-08-27 21:00:00+05:30,4593.025,4588.790000000001,4.234999999998763,6.352854649095552,2.4499999999989086,0.3856534007664904,0.6666294498964642,0.45799999999981084
2026-08-28,long,VALID,,4573.465,4612.75,39.284999999999854,4534.18,2026-08-28 19:55:00+05:30,2026-08-28 19:55:00+05:30,1,4529.9,4.280000000000655,0.2781339417809021,2026-08-28 19:55:00+05:30,4552.125,2026-08-28 20:00:00+05:30,4552.265,4529.9,22.36500000000069,15.388269308649111,18.085000000000036,1.1752458731558073,1.4533798149367094,0.7719999999997527
2026-08-28,long,BLOCKED,space 0.12 ATR < 0.25,4573.465,4612.75,39.284999999999854,4534.18,2026-08-28 21:15:00+05:30,2026-08-28 21:15:00+05:30,1,4532.035,2.1450000000004366,0.15323008000496632,2026-08-28 21:15:00+05:30,4536.0,2026-08-28 21:20:00+05:30,4535.875,4532.035,3.8400000000001455,13.998556940849442,1.694999999999709,0.12108390937450837,0.2743139893794747,0.7720000000001164
2026-08-31,short,BLOCKED,space 0.03 ATR < 0.25,4432.245000000001,4443.025,10.779999999998836,4453.8049999999985,2026-08-31 16:20:00+05:30,2026-08-31 16:20:00+05:30,1,4455.5650000000005,1.7600000000020373,0.4732379305231549,2026-08-31 16:20:00+05:30,4453.755,2026-08-31 16:25:00+05:30,4453.705,4455.5650000000005,1.860000000000582,3.7190594550533875,0.09999999999854481,0.026888518779302307,0.5001264493024572,0.505999999999949
2026-08-31,short,BLOCKED,space 0.15 ATR < 0.25,4432.245000000001,4443.025,10.779999999998836,4453.8049999999985,2026-08-31 16:25:00+05:30,2026-08-31 17:15:00+05:30,11,4464.125,10.320000000001528,2.5506781078016436,2026-08-31 17:15:00+05:30,4453.24,2026-08-31 17:20:00+05:30,4453.215,4464.125,10.909999999999854,4.045982897032837,0.5899999999983265,0.14582365151148047,2.696501759313124,0.5599999999998545
2026-08-31,short,BLOCKED,space 0.19 ATR < 0.25,4432.245000000001,4443.025,10.779999999998836,4453.8049999999985,2026-08-31 17:20:00+05:30,2026-08-31 17:20:00+05:30,1,4454.775,0.9700000000011642,0.24741391578621078,2026-08-31 17:20:00+05:30,4452.915,2026-08-31 17:25:00+05:30,4453.075,4464.05,10.975000000000364,3.92055554724471,0.729999999998654,0.18619810157049904,2.799348170876798,0.5319999999999709
2026-08-31,short,BLOCKED,space 0.22 ATR < 0.25,4432.245000000001,4443.025,10.779999999998836,4453.8049999999985,2026-08-31 17:25:00+05:30,2026-08-31 17:50:00+05:30,6,4461.05,7.24500000000171,1.5898830900819871,2026-08-31 17:50:00+05:30,4452.775,2026-08-31 17:55:00+05:30,4452.82,4461.05,8.230000000000473,4.556938837325516,0.9849999999987631,0.2161538776712797,1.8060369677532668,0.55
2026-08-31,short,VALID,,4432.245000000001,4443.025,10.779999999998836,4453.8049999999985,2026-08-31 17:55:00+05:30,2026-08-31 17:55:00+05:30,1,4454.49,0.6850000000013097,0.14442726519585333,2026-08-31 17:55:00+05:30,4447.719999999999,2026-08-31 18:00:00+05:30,4447.595,4461.05,13.454999999999927,4.74287177751654,6.209999999998217,1.3093333092909154,2.8368888367977823,0.556000000000131
2026-08-31,long,VALID,,4432.245000000001,4443.025,10.779999999998836,4421.465000000002,2026-08-31 19:20:00+05:30,2026-08-31 19:20:00+05:30,1,4419.26,2.2050000000017462,0.3533532593266663,2026-08-31 19:20:00+05:30,4424.57,2026-08-31 19:25:00+05:30,4424.575000000001,4419.26,5.315000000000509,6.240214125103849,3.109999999998763,0.4983803340157028,0.8517335933423691,0.5139999999997599
2026-08-31,long,VALID,,4432.245000000001,4443.025,10.779999999998836,4421.465000000002,2026-08-31 19:25:00+05:30,2026-08-31 19:35:00+05:30,3,4415.755,5.710000000001855,0.8618647263241345,2026-08-31 19:35:00+05:30,4427.25,2026-08-31 19:40:00+05:30,4427.1,4415.755,11.345000000000255,6.625169618386737,5.634999999998399,0.8505442614419509,1.7124089877660853,0.5219999999999345
2026-08-31,long,VALID,,4432.245000000001,4443.025,10.779999999998836,4421.465000000002,2026-08-31 19:40:00+05:30,2026-08-31 19:40:00+05:30,1,4421.32,0.14500000000225555,0.021885092367514233,2026-08-31 19:40:00+05:30,4427.5650000000005,2026-08-31 19:45:00+05:30,4427.46,4415.755,11.704999999999927,6.625514645644835,5.994999999998072,0.9048353706287222,1.7666552148811567,0.45600000000013097
2026-08-31,long,VALID,,4432.245000000001,4443.025,10.779999999998836,4421.465000000002,2026-08-31 19:50:00+05:30,2026-08-31 20:00:00+05:30,3,4416.505,4.960000000001855,0.7094568677565951,2026-08-31 20:00:00+05:30,4425.075000000001,2026-08-31 20:05:00+05:30,4425.3,4416.505,8.795000000000073,6.9912636347944455,3.8349999999982174,0.548541751581504,1.2579986193380992,0.5399999999999636
2026-09-02,long,VALID,,4316.155000000001,4326.91,10.7549999999992,4305.4000000000015,2026-09-02 14:55:00+05:30,2026-09-02 14:55:00+05:30,1,4304.885,0.5150000000012369,0.10207220401395128,2026-09-02 14:55:00+05:30,4309.0599999999995,2026-09-02 15:00:00+05:30,4309.055,4304.885,4.170000000000073,5.04544802354661,3.654999999998836,0.7244153508154895,0.8264875548294408,0.4400000000001455
2026-09-02,long,VALID,,4316.155000000001,4326.91,10.7549999999992,4305.4000000000015,2026-09-02 15:30:00+05:30,2026-09-02 15:40:00+05:30,3,4301.63,3.770000000001346,0.847358621764244,2026-09-02 15:40:00+05:30,4306.915,2026-09-02 15:45:00+05:30,4306.79,4301.63,5.1599999999998545,4.449119774284013,1.3899999999985084,0.31242134860759013,1.1597799703718341,0.43999999999996364
2026-09-02,long,VALID,,4316.155000000001,4326.91,10.7549999999992,4305.4000000000015,2026-09-02 16:20:00+05:30,2026-09-02 16:20:00+05:30,1,4305.21,0.1900000000014188,0.04823220620381832,2026-09-02 16:20:00+05:30,4308.514999999999,2026-09-02 16:25:00+05:30,4308.375,4305.21,3.1649999999999636,3.9392765738005444,2.974999999998545,0.7552148076590411,0.8034470138628594,0.4719999999999345
2026-09-02,short,BLOCKED,space 0.21 ATR < 0.25,4316.155000000001,4326.91,10.7549999999992,4337.664999999999,2026-09-02 17:50:00+05:30,2026-09-02 17:55:00+05:30,2,4344.46,6.795000000000982,1.0814908005424166,2026-09-02 17:55:00+05:30,4336.4,2026-09-02 18:00:00+05:30,4336.32,4344.46,8.140000000000327,6.282993805026342,1.3449999999993452,0.21406992299170446,1.295560723534121,0.5779999999998836
2026-09-02,short,VALID,,4316.155000000001,4326.91,10.7549999999992,4337.664999999999,2026-09-02 18:00:00+05:30,2026-09-02 18:00:00+05:30,1,4337.775,0.11000000000058208,0.01716663191560481,2026-09-02 18:00:00+05:30,4330.0599999999995,2026-09-02 18:05:00+05:30,4330.05,4344.46,14.409999999999854,6.407779961810092,7.614999999998872,1.1883991094238138,2.2488287809323073,0.6140000000001237
2026-09-02,short,VALID,,4316.155000000001,4326.91,10.7549999999992,4337.664999999999,2026-09-02 18:15:00+05:30,2026-09-02 18:20:00+05:30,2,4339.3150000000005,1.6500000000014552,0.2622772302228415,2026-09-02 18:20:00+05:30,4334.495000000001,2026-09-02 18:25:00+05:30,4334.6,4339.3150000000005,4.7150000000001455,6.291053167671275,3.0649999999986903,0.4871998246254283,0.7494770548482698,0.5800000000002911
2026-09-03,short,VALID,,4419.13,4431.435,12.305000000000291,4443.740000000001,2026-09-03 17:25:00+05:30,2026-09-03 17:45:00+05:30,5,4450.23,6.489999999998872,1.3972278025922267,2026-09-03 17:45:00+05:30,4441.39,2026-09-03 17:50:00+05:30,4441.445,4450.23,8.784999999999854,4.644911866166854,2.2950000000009823,0.4940890303468551,1.8913168329390817,0.5780000000000655
2026-09-07,short,BLOCKED,space 0.05 ATR < 0.25,4387.695,4398.055,10.360000000000582,4408.415000000001,2026-09-07 14:25:00+05:30,2026-09-07 14:45:00+05:30,5,4413.945,5.529999999998836,1.280413242604257,2026-09-07 14:45:00+05:30,4408.22,2026-09-07 14:50:00+05:30,4408.18,4413.945,5.764999999999418,4.318918155478666,0.23500000000058208,0.05441177432419693,1.334825016928454,0.5140000000001237
2026-09-07,short,VALID,,4387.695,4398.055,10.360000000000582,4408.415000000001,2026-09-07 14:50:00+05:30,2026-09-07 14:55:00+05:30,2,4409.615,1.1999999999989086,0.2917201456992554,2026-09-07 14:55:00+05:30,4405.7,2026-09-07 15:00:00+05:30,4405.790000000001,4413.555,7.764999999999418,4.113531470795407,2.625,0.6381378187177016,1.8876724427971738,0.5360000000002401
2026-09-07,short,VALID,,4387.695,4398.055,10.360000000000582,4408.415000000001,2026-09-07 15:05:00+05:30,2026-09-07 15:25:00+05:30,5,4410.424999999999,2.0099999999983993,0.5478286056326154,2026-09-07 15:25:00+05:30,4405.835000000001,2026-09-07 15:30:00+05:30,4405.805,4410.424999999999,4.619999999998981,3.669030750370025,2.610000000000582,0.7113595326878526,1.259188138320468,0.56200000000008
2026-09-07,short,BLOCKED,space 0.11 ATR < 0.25,4387.695,4398.055,10.360000000000582,4408.415000000001,2026-09-07 19:35:00+05:30,2026-09-07 19:35:00+05:30,1,4408.780000000001,0.3649999999997817,0.10034041591798164,2026-09-07 19:35:00+05:30,4408.1,2026-09-07 19:40:00+05:30,4408.005,4408.780000000001,0.7750000000005457,3.6376169727872476,0.410000000000764,0.1127111521273253,0.21305156804530692,0.5639999999999418
2026-09-07,short,VALID,,4387.695,4398.055,10.360000000000582,4408.415000000001,2026-09-07 19:40:00+05:30,2026-09-07 19:40:00+05:30,1,4408.965,0.5499999999992724,0.15585776014318733,2026-09-07 19:40:00+05:30,4407.2,2026-09-07 19:45:00+05:30,4407.255,4408.965,1.7100000000000364,3.528858617588143,1.160000000000764,0.3287181850299192,0.48457594517310654,0.5520000000000437
2026-09-07,short,BLOCKED,space 0.15 ATR < 0.25,4387.695,4398.055,10.360000000000582,4408.415000000001,2026-09-07 19:45:00+05:30,2026-09-07 19:45:00+05:30,1,4409.245000000001,0.8299999999999272,0.24087812957797808,2026-09-07 19:45:00+05:30,4407.87,2026-09-07 19:50:00+05:30,4407.91,4409.245000000001,1.3350000000009459,3.4457258591890394,0.5050000000010186,0.14655838004474092,0.38743650962271897,0.5679999999998472
2026-09-07,short,VALID,,4387.695,4398.055,10.360000000000582,4408.415000000001,2026-09-07 19:55:00+05:30,2026-09-07 19:55:00+05:30,1,4408.98,0.5649999999986903,0.1669990183881758,2026-09-07 19:55:00+05:30,4407.1,2026-09-07 20:00:00+05:30,4407.055,4409.245000000001,2.1900000000005093,3.3832534194027013,1.360000000000582,0.40197993806821725,0.6473059296832527,0.56200000000008
